player_name,career_total_runs,playing_role,batting_style,bowling_style,player_id,field_pos,player_image,full_name,country,date_of_birth,total_runs_test,matches_test,batting_average_test,strike_rate_test,centuries_test,half_centuries_test,wickets_test,economy_test,bowling_average_test,total_runs_odi,matches_odi,batting_average_odi,strike_rate_odi,centuries_odi,half_centuries_odi,wickets_odi,economy_odi,bowling_average_odi,total_runs_t20i,matches_t20i,batting_average_t20i,strike_rate_t20i,centuries_t20i,half_centuries_t20i,wickets_t20i,economy_t20i,bowling_average_t20i,career_total_runs2,career_total_wickets,catches,stumpings,formats_played,played_since_year
Bhargav Ashok Bhatt,,,Left hand Bat,Slow Left arm Orthodox,15867, ,,Player_681,Afghanistan,24-03-1993,6675,277,32.7,108.47,33,44,96,5.59,37.22,5234,124,48.69,88.54,15,62,163,7.75,35.02,11606,374,46.42,136.38,20,80,227,9.27,26.43,23515,486,5,42,"T20I,Test,ODI",2011
Timothy Hays David,,,Right hand Bat,Right arm Offbreak,6550, ,,Player_682,West Indies,31-07-1987,955,212,51.07,63.37,42,7,73,5.67,34.96,11934,191,27.92,103.42,47,75,496,5.14,29.42,3665,260,54.84,62.33,40,52,236,6.19,24.4,16554,805,376,4,"T20I,Test",2022
Congenige Randhi Dilhara Fernando,,,Right hand Bat,Right arm Fast medium,12269, ,,Player_683,Afghanistan,02-04-2013,6295,171,37.73,94.39,44,86,626,2.62,18.89,9769,373,19.16,134.19,10,59,609,9.24,43.35,14077,206,12.63,134.58,7,32,643,6.86,18.45,30141,1878,418,25,"T20I,ODI,Test",2004
Ryan Ninan,,,Right hand Bat,Right arm Offbreak,16009, ,,Player_684,Zimbabwe,21-09-1988,1712,287,41.85,95.08,22,15,190,7.37,25.89,6902,79,42.14,108.34,25,64,15,6.48,42.26,5852,51,17.09,82.42,21,86,329,9.97,41.44,14466,534,305,6,Test,2019
Aniket Vinod Choudhary,,,Right hand Bat,Left arm Medium,11, ,,Player_685,Australia,30-05-2011,4703,173,36.31,145.85,4,76,681,8.57,32.71,11331,93,26.39,56.16,39,80,343,5.6,47.14,5462,48,39.91,109.32,4,72,468,4.39,40.19,21496,1492,164,28,"Test,ODI",2005
Alzarri Shaheim Joseph,,,Right hand Bat,Right arm Fast,3100, ,,Player_686,Zimbabwe,17-01-1987,6563,112,33.16,93.11,29,66,715,3.96,38.11,7612,225,53,115.54,0,54,77,7.17,18.47,2144,5,40.96,103.9,16,5,679,4.6,43.36,16319,1471,12,32,"Test,T20I",2024
Dewald Brevis,,,Right hand Bat,Legbreak,6944, ,,Player_687,Zimbabwe,25-01-2015,9465,375,21.73,104.93,5,8,55,5.37,35.83,2492,64,16.13,50.83,25,56,345,9.62,43.89,4270,378,11.68,116.31,36,61,486,3.46,26.21,16227,886,24,23,T20I,2005
Charl Kenneth Langeveldt,,,Right hand Bat,Right arm Fast medium,14303, ,,Player_688,South Africa,12-02-1987,5631,121,25.16,103.33,45,59,719,8.71,41.76,10947,87,31.67,128,27,91,71,8.36,48.03,11957,393,29.85,124.05,13,65,548,9.17,32.22,28535,1338,223,24,"T20I,ODI,Test",2007
Adrian Boris Barath,,,Right hand Bat,Right arm Offbreak,14707, ,,Player_689,Bangladesh,16-01-1991,12003,31,24.5,113.68,43,77,552,9.02,26.95,6745,87,29.84,116.66,8,70,269,2.32,43.26,8107,373,39.21,94.09,38,8,578,7.96,39.09,26855,1399,122,30,"T20I,Test",2016
Dhruv Ranjan Shorey,,,Right hand Bat,Right arm Offbreak,2138, ,,Player_690,Pakistan,28-01-2003,10817,221,38.16,124.82,3,76,31,3.95,36.08,13934,200,56.9,80.88,43,72,286,4.66,22.17,1376,223,46.9,138.83,40,66,622,2.85,32.07,26127,939,128,28,ODI,2011
Sheldon Philip Jackson,,,Right hand Bat, ,753,Wicketkeeper,,Player_691,Ireland,28-07-1983,10574,118,16,72.5,28,70,526,6.4,20.82,10095,213,17.66,79.24,21,85,65,5.76,20.6,3462,22,25.81,130.95,27,15,414,9.85,40.31,24131,1005,304,4,"T20I,ODI",2021
Mandeep Singh,,,Right hand Bat,Right arm Medium,2, ,,Player_692,New Zealand,27-10-2011,9633,38,55.84,102.87,22,14,573,3.54,31.24,9574,203,10.49,129.83,7,25,67,4.52,18.67,347,144,34.2,128.54,30,88,218,7.85,38.29,19554,858,121,37,"T20I,Test",2013
Simon Mathew Katich,,,Left hand Bat,Left arm Wrist spin,11956, ,,Player_693,India,04-03-2000,11171,267,46.03,132.59,5,70,666,2.82,42.01,4240,381,21.9,128.33,48,11,192,7.6,38.12,0,109,50.7,95.82,16,87,720,8.8,21.67,15411,1578,34,44,"Test,ODI",2001
Mohammed Siraj,,,Right hand Bat,Right arm Fast,538, ,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,Player_694,Bangladesh,03-02-1996,9989,232,30.07,96.31,31,97,283,9.29,40.19,2322,88,51.01,85.23,41,70,54,8.61,38.15,62,211,57.69,53.76,34,92,380,2.39,42.99,12373,717,82,10,"T20I,Test,ODI",2018
Johannes Albertus Morkel,,,Left hand Bat,Right arm Medium fast,12234, ,,Player_695,India,25-07-1983,12582,17,17.93,77.85,41,40,720,8.56,49.7,10748,60,20.47,79.89,26,45,378,7.85,49.58,1783,299,21.52,99.23,39,54,86,6.04,41.06,25113,1184,308,31,Test,2005
Dwayne Romel Smith,,,Right hand Bat,Right arm Medium,50, ,,Player_696,South Africa,16-12-1986,12201,148,54.1,115.47,17,21,493,8.08,26.89,5298,270,22.04,105.98,38,46,167,9.91,30.74,12006,40,22.65,139.84,21,39,460,7.59,38.99,29505,1120,435,7,T20I,2017
Glenn James Maxwell,,,Right hand Bat,Right arm Offbreak,71, ,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Glenn%20Maxwell.png,Player_698,Zimbabwe,23-08-1998,1394,148,46.09,56.31,39,43,497,8.75,28.54,14142,306,45.77,58.27,24,37,507,9,37.98,6566,171,29.8,148.26,47,37,690,7.33,26.58,22102,1694,75,33,ODI,2021
Udit Alok Birla,,,Right hand Bat,Right arm Medium,36973, ,,Player_699,England,21-08-2003,12473,125,23.58,127.68,31,0,441,5.5,32.1,6620,26,13.46,62.62,37,20,536,8.13,44.42,1042,185,45.92,130.77,28,34,524,8.54,30.58,20135,1501,103,46,"Test,ODI",2004
Colin de Grandhomme,,,Right hand Bat,Right arm Medium fast,316, ,,Player_700,New Zealand,11-02-2008,9461,391,30.12,132.16,8,9,129,4.74,45.42,10058,213,26.56,68.54,20,13,642,4.9,47.98,14366,213,40.61,120.98,9,86,446,4.99,26.96,33885,1217,231,41,"ODI,Test,T20I",2005
Yash Vijay Dhull,,,Right hand Bat,Right arm Offbreak,8646, ,,Player_701,Australia,19-02-2011,4732,301,15.14,96.15,36,79,638,6.37,39.89,4047,73,24.12,101.2,23,1,101,7.87,43.7,9036,305,24.28,117.72,17,67,299,8.79,25.29,17815,1038,302,7,T20I,2014
George Bradley Hogg,,,Left hand Bat,Left arm Wrist spin,34522, ,,Player_702,England,14-09-2009,13579,359,19.45,148.33,9,71,291,2.73,46.24,7581,60,37.76,149.22,23,71,793,2.83,31.65,10872,51,42.68,108.7,34,58,407,3.3,43.77,32032,1491,42,1,"T20I,ODI,Test",2005
Harpreet Singh Bhatia,,,Left hand Bat,Right arm Medium,8776, ,,Player_703,South Africa,29-10-2012,3714,237,49.15,128.67,19,55,113,8.05,24.51,7320,185,46.52,115.26,18,69,421,8.31,38.32,12311,69,42.78,122.07,43,13,636,4.17,38.42,23345,1170,403,20,T20I,2007
Jagadeesh Arunkumar,,,Right hand Bat,Right arm Offbreak,12546, ,,Player_704,Bangladesh,18-08-2004,529,134,45.75,127.37,5,88,198,6.66,45.95,11367,30,36.64,56.13,49,32,774,6.26,45.4,1234,195,39.62,92.19,15,46,374,2.35,36.1,13130,1346,416,14,ODI,2008
Shalabh Jagdishprasad Srivastava,,,Right hand Bat,Left arm Fast medium,14712, ,,Player_705,Australia,15-03-1980,11815,150,39.67,124.78,47,49,12,3.49,19.91,1098,218,56.55,102.56,46,5,477,4.34,33.7,1984,150,14.98,134.53,49,70,232,4.92,25.23,14897,721,92,5,"Test,ODI",2020
Ramsingh  Sanjay Yadav,,,Left hand Bat,Slow Left arm Orthodox,8082, ,,Player_706,Afghanistan,11-02-1999,14356,235,54.79,65.06,2,11,270,3.51,46.44,5247,11,57.57,99.66,1,89,119,7.25,24.93,12448,108,59.76,119.63,48,71,762,5.04,47.38,32051,1151,143,4,"T20I,Test",2021
Shrikant Bhaskar Wagh,,,Left hand Bat,Left arm Medium fast,15150, ,,Player_707,West Indies,20-05-2008,2958,223,39.16,71.72,41,88,600,3.47,28.53,1734,301,28.07,64.42,13,36,742,7.13,23.43,9470,117,30.02,127.13,6,41,637,8.44,24.12,14162,1979,253,2,"T20I,ODI",2005
Karun Nair,,,Right hand Bat,Right arm Offbreak,179, ,https://www.espncricinfo.com/cricketers/karun-nair-398439,Player_708,Australia,04-03-2013,7904,202,33.35,96.4,10,80,214,2.46,28.07,4663,31,48.88,142.03,31,13,290,3.68,18.01,1594,364,41.91,129.25,29,50,746,7.23,43.44,14161,1250,77,42,"T20I,Test,ODI",2021
Harbhajan Singh,,,Right hand Bat,Right arm Offbreak,228, ,,Player_709,Ireland,24-02-2008,11106,255,27.02,76.4,42,59,443,6.7,34.39,5909,159,46.94,94.08,41,36,487,2.24,40.98,6257,94,54.29,59.21,18,18,649,5.49,48.93,23272,1579,262,42,"ODI,Test",2001
Lendl Mark Platter Simmons,,,Right hand Bat,Right arm Medium fast,1035,Occasional Wicketkeeper,,Player_710,South Africa,28-12-1994,13081,85,57.02,91.52,16,25,789,8.72,48.1,3416,236,54.65,149.46,31,7,160,5.47,21.56,10743,255,31.16,55.56,22,65,48,7.22,41.27,27240,997,69,15,"Test,ODI",2015
Syed Mohammad Shoaib Ahmed,,,Right hand Bat,Right arm Fast medium,13502, ,,Player_711,Sri Lanka,16-07-2002,3591,149,14.14,138.85,31,77,511,2.14,19.53,12818,226,32.4,92.01,27,76,672,6.56,25.8,1952,43,48.7,130.1,7,46,185,2.42,49.77,18361,1368,148,34,ODI,2019
Dillon du Preez,,,Right hand Bat,Right arm Fast medium,13763, ,,Player_712,West Indies,16-02-2008,10339,234,56.54,132.43,3,40,446,2.39,29.27,6302,180,36.52,110.8,47,12,77,9.01,27.53,1695,66,58.59,75.94,16,64,204,3.44,38.83,18336,727,291,8,Test,2000
Ashton James Turner,,,Right hand Bat,Right arm Offbreak,3393, ,,Player_713,India,02-09-1999,6895,344,51.34,113,3,35,714,6.58,45.41,13849,316,30.79,60.48,38,39,37,9.43,35.93,954,155,27.95,108.2,20,41,77,7.02,24.96,21698,828,213,34,"Test,T20I",2015
Raiphi Vincent Gomez,,,Right hand Bat,Right arm Medium,15818, ,,Player_714,New Zealand,14-11-1995,12765,21,16.5,135.81,16,22,73,8.56,30.67,7593,45,52.52,95.42,39,91,393,6.23,30.73,3291,322,30.26,94.37,25,37,480,7.13,24.52,23649,946,359,18,"ODI,Test",2000
Shreyas Santosh Iyer,,,Right hand Bat,"Right arm Offbreak, Legbreak Googly",389, ,,Player_715,India,21-07-1999,13910,347,38.25,128.38,40,42,536,4.61,24.37,680,340,21.49,73.88,41,57,440,8.03,39.59,8548,205,55.28,52.2,27,12,385,8.19,28.39,23138,1361,309,42,"ODI,T20I,Test",2000
Adam Craig Gilchrist,,,Left hand Bat,Right arm Offbreak,12007,Wicketkeeper,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/319600/319684.png",Player_716,Australia,24-06-2017,11561,284,53.33,92.9,18,5,100,4.8,31.59,8163,79,21.99,133.56,46,17,539,5.51,19.78,14504,273,17.98,54.03,38,43,193,5.22,18.23,34228,832,146,45,"Test,ODI,T20I",2006
Evin Lewis,,,Left hand Bat, ,1377, ,,Player_717,India,02-04-2015,9131,268,38.59,70.11,4,68,175,6.77,30.34,2070,134,28.63,128.39,39,56,461,7.97,21.97,11787,154,11.43,132.71,32,23,102,7.78,39.81,22988,738,24,33,Test,2015
Sheldon Shane Cottrell,,,Right hand Bat,Left arm Fast medium,4058, ,,Player_718,Ireland,10-06-1984,525,257,55.36,101.42,31,42,426,4.19,47.29,13358,259,21.52,132.42,12,82,611,3.64,33.97,968,178,55.44,110.77,39,95,616,7.47,26.6,14851,1653,322,38,"ODI,Test,T20I",2016
Parvez Ghulam Rasool Zargar,,,Right hand Bat,Right arm Offbreak,37119, ,,Player_719,South Africa,06-01-2002,6477,28,57.15,123.62,21,24,116,2.21,42.38,6668,307,38.05,122.36,11,37,293,4.97,28.78,241,59,51.08,102.38,18,29,375,9.71,44.09,13386,784,483,9,"ODI,T20I",2015
Mujeeb Ur Rahman,,,Right hand Bat,Right arm Offbreak,1419, ,,Player_720,Afghanistan,07-12-1980,1,212,31.12,93.64,5,17,165,7.88,34.16,13016,246,16.72,133.27,7,31,399,7.07,27.47,11638,73,58.63,144.44,28,69,286,3.72,29.49,24655,850,108,9,"T20I,ODI",2015
Andrew Symonds,,,Right hand Bat,"Right arm Medium, Right arm Offbreak",12010, ,,Player_721,Bangladesh,10-07-2013,374,282,28.87,116.68,34,61,40,7.01,49.63,8001,158,26.01,70.08,14,85,635,2.15,20.14,4234,48,12.91,67.31,19,37,481,6.41,33.36,12609,1156,180,19,ODI,2005
Harmeet Singh Bansal,,,Right hand Bat,Right arm Medium,13267, ,,Player_722,New Zealand,05-09-1985,10532,49,56.82,59.43,21,12,428,6.65,32.89,9921,202,55.67,95.2,25,65,91,7.78,46.66,10336,270,17.81,75.8,19,96,722,6.81,48.9,30789,1241,250,0,"T20I,Test",2017
Joseph Liam Denly,,,Right hand Bat,Legbreak,3246, ,,Player_723,Ireland,18-11-2001,12197,94,43.76,124.8,0,42,343,7.93,19.86,2191,111,30.46,119.18,11,76,766,8.68,40.14,8338,72,15.27,125.67,9,22,249,9.99,25.75,22726,1358,481,5,"ODI,T20I",2021
Ravinder Singh Bopara,,,Right hand Bat,Right arm Medium,13250, ,,Player_724,Ireland,07-10-1981,11244,87,15.8,131.27,19,77,423,7.4,26.39,8859,291,47.41,113.74,42,86,608,5.19,21.89,7349,195,44.17,127.52,11,73,200,3.61,41.08,27452,1231,202,45,"T20I,Test",2021
Washington Sundar,,,Left hand Bat,Right arm Offbreak,613, ,https://www.espncricinfo.com/cricketers/washington-sundar-719715,Player_725,India,23-08-2015,4648,43,12.11,120.68,21,27,365,3.65,31.95,9804,309,15.67,121.64,45,24,5,5.58,20.08,13368,398,40.3,90.49,32,56,535,6.19,42.16,27820,905,303,1,"Test,ODI",2002
Shashank Singh,,,Right hand Bat,"Right arm Medium, Right arm Offbreak",7024, ,https://www.espncricinfo.com/cricketers/shashank-singh-377534,Player_726,India,03-09-1991,2365,277,38.23,146.73,47,17,119,4.82,23.02,7586,118,22.38,72.43,26,91,680,8.81,49.2,5161,178,27.97,145.1,24,78,460,4.77,25.07,15112,1259,169,37,"ODI,Test,T20I",2007
Anrich Arno Nortje,,,Right hand Bat,Right arm Fast,4047, ,,Player_727,Australia,05-02-2004,1525,170,56.51,132.67,10,58,608,3.01,48.32,8872,382,50.37,59.84,17,57,270,8.21,39.8,8734,47,12.87,143.83,24,22,299,6.21,34.03,19131,1177,174,32,"Test,ODI,T20I",2003
Mahamarakkala Kurukulasooriya Patabendige Akila Dananjaya Perera,,,Left hand Bat,"Right arm Offbreak, Legbreak",1559, ,,Player_728,Bangladesh,25-12-2019,14139,188,52.21,140.31,12,59,656,3.04,42.54,9164,16,48.15,141.68,44,74,619,4.31,31.36,8883,71,41.98,51.24,3,35,477,3.86,29.21,32186,1752,346,2,"ODI,T20I,Test",2022
Siddarth Kaul,,,Right hand Bat,Right arm Medium,495, ,,Player_729,England,30-06-2018,12668,352,43.79,143.36,41,62,727,7.41,26.59,2846,330,29.31,106.02,35,32,558,4.59,40.46,1025,112,38.51,67.23,3,56,82,2.38,42.7,16539,1367,169,35,"T20I,Test,ODI",2003
Shubman Gill,,,Right hand Bat,Right arm Offbreak,1580, ,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shubman%20Gill.png,Player_730,India,19-10-1996,1646,183,16.96,130.13,2,56,228,8.87,36.91,10324,226,57.72,65.38,48,87,98,7.43,42.2,12242,244,15.65,132.02,8,0,457,6.58,37.92,24212,783,1,12,"Test,T20I,ODI",2016
Kedar Hemant Devdhar,,,Right hand Bat, ,34089,Wicketkeeper,,Player_731,South Africa,03-09-2003,13,2,22.71,117.43,8,91,129,9.7,41.09,2463,360,55.53,129.34,26,65,525,6.51,42.96,12197,384,55.45,83.52,14,71,690,4.69,33.23,14673,1344,133,34,T20I,2021
Marchant de Lange,,,Right hand Bat,Right arm Fast,34304, ,,Player_733,New Zealand,08-02-2007,2278,117,19.14,96.58,22,55,317,3.47,46.21,10721,42,31.4,66.96,38,80,156,4.48,31.76,5257,308,47.18,128.5,14,13,363,4.59,25.52,18256,836,45,44,T20I,2024
Wilkin Arvind Mota,,,Right hand Bat,Right arm Medium,11961, ,,Player_734,Zimbabwe,08-12-2011,14296,18,23.92,107.12,13,26,648,2.85,34.49,10695,367,19.87,131.74,0,33,665,9.2,18.35,5736,158,54.25,95.46,25,80,717,2.39,42.12,30727,2030,193,21,"Test,ODI",2013
Manpreet Singh Gony,,,Right hand Bat,Right arm Medium,51, ,,Player_735,India,17-02-1988,3155,22,16.48,80.4,32,31,336,8.5,42.79,4922,114,41.33,143.32,6,85,114,7.51,47.65,7679,273,38.97,99.24,27,33,39,9.6,45.69,15756,489,361,42,"ODI,T20I",2014
Xavier Thalaivan Sargunam,,,Right hand Bat,Right arm Offbreak,36609, ,,Player_736,South Africa,16-04-1988,8321,29,43.81,81.81,17,8,272,6.63,35.99,4392,282,44.24,143.84,25,68,395,9.89,37.31,2951,267,22.34,68.64,6,69,624,6.65,46.12,15664,1291,208,3,"T20I,ODI",2024
Andrew Flintoff,,,Right hand Bat,Right arm Fast medium,13198, ,,Player_737,South Africa,04-12-2000,3814,294,57.2,146.12,48,95,116,6.95,35.69,3183,36,16.27,141.42,6,47,769,8.14,24.5,8921,303,25.46,116.09,31,68,339,8.52,43.08,15918,1224,295,16,Test,2011
Scott Christopher Kuggeleijn,,,Right hand Bat,Right arm Fast medium,3076, ,,Player_738,New Zealand,25-07-2015,13125,107,23.45,139.17,40,83,367,8.25,21.67,12225,301,49.32,104.64,6,39,656,9.54,47.43,7389,29,54.29,105.12,11,50,515,5.38,31.06,32739,1538,57,4,"ODI,Test",2012
Ankit Singh Rajpoot,,,Right hand Bat,Right arm Medium,219, ,,Player_739,England,05-05-1987,3216,366,33.77,134.92,8,91,93,7.63,22.04,13541,112,10.9,85.62,7,50,521,3.73,47.28,14666,96,24.91,70.67,34,28,107,9.23,49.42,31423,721,495,20,"Test,ODI",2023
Separamadu Lasith Malinga,,,Right hand Bat,Right arm Fast,230, ,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Lasith%20Malinga.png,Player_740,South Africa,08-12-1989,11130,280,41.72,90.6,22,96,167,8.68,34.95,3167,34,34.14,50.73,15,79,213,8.17,49.65,14952,250,47.31,84.03,31,98,315,5.87,30.15,29249,695,77,23,"T20I,ODI,Test",2022
Mayank Markande,,,Right hand Bat,Legbreak,1386, ,https://www.espncricinfo.com/cricketers/mayank-markande-1081442,Player_741,Sri Lanka,08-01-2018,12120,127,59.97,51.37,9,67,714,2.45,26.6,2997,131,26.55,56.09,2,12,744,2.16,45.97,12691,6,59.51,109.69,8,81,113,6.59,38.44,27808,1571,201,30,"Test,T20I,ODI",2017
Mohit Mahipal Sharma,,,Right hand Bat,Right arm Medium,75, ,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mohit%20Sharma.png,Player_742,South Africa,27-07-1991,10232,228,15.24,58.02,18,45,340,7.98,18.67,6521,335,47.02,92.88,44,89,682,7.37,49.93,2555,91,59.99,142.49,13,47,166,5.93,23.15,19308,1188,492,39,"T20I,ODI",2013
Sanjay Bapusaheb Bangar,,,Right hand Bat,Right arm Medium fast,12014, ,,Player_743,South Africa,25-05-1988,8219,110,34.93,81.22,46,97,660,8.81,41.13,3227,335,25.64,89.93,9,30,532,5.75,25.83,14227,112,36.67,142.04,12,93,260,7.87,49.37,25673,1452,288,29,"T20I,Test,ODI",2023
Sohail Tanvir,,,Left hand Bat,Left arm Medium fast,12147, ,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/320400/320472.1.png",Player_744,South Africa,07-04-1996,2113,135,29.26,51.57,4,66,694,4.29,19.04,6564,376,51.34,68.47,49,38,14,4.77,44.95,1150,258,51.33,78.79,43,78,617,6.53,40.53,9827,1325,489,41,T20I,2018
Ben Robert Dunk,,,Left hand Bat,Right arm Offbreak,37979,Wicketkeeper,,Player_745,Afghanistan,18-10-1983,9444,361,53.29,51.71,46,25,151,7.12,37.05,10344,227,39.75,89.55,6,62,418,8.9,44.34,1735,106,59.51,123.56,32,78,223,4.17,42.11,21523,792,61,6,"ODI,Test",2021
Ishant Sharma,,,Right hand Bat,Right arm Fast medium,308, ,https://www.espncricinfo.com/cricketers/ishant-sharma-236779,Player_746,Afghanistan,07-10-2012,4356,185,33.8,141.66,22,7,585,4.51,35.25,9920,146,49.69,67.47,20,47,367,8.83,25.39,7931,62,28.73,127.55,31,15,261,3.16,20.1,22207,1213,267,48,T20I,2006
Akash Madhwal,,,Right hand Bat,Right arm Medium fast,9371, ,https://www.espncricinfo.com/cricketers/akash-madhwal-1206039,Player_747,England,06-11-1987,10238,143,15.55,120.62,29,5,273,9.66,49,2024,121,59.47,134.88,36,86,637,2.18,21.15,1038,389,22.62,130.88,18,56,250,6.85,42.43,13300,1160,125,6,"ODI,Test,T20I",2005
Scott Michael Boland,,,Right hand Bat,Right arm Fast medium,40813, ,,Player_748,India,09-02-1993,13760,71,41.72,80.9,24,79,553,2.27,33.49,329,80,43.96,79.82,30,47,212,6.88,49.34,6369,357,15.71,107.08,29,96,525,5.91,42.79,20458,1290,479,26,"ODI,Test,T20I",2004
Himanshu Sharma,,,Right hand Bat,Legbreak,9931, ,,Player_749,South Africa,21-08-2011,5543,128,48.54,63.26,27,23,495,6.64,20.04,2486,172,59.25,109.86,22,60,699,4.94,27.47,7127,270,17.04,51.05,15,9,709,2.77,39.5,15156,1903,48,23,Test,2003
Azharuddin Anjum Bilakhia,,,Right hand Bat,Right arm Medium,13497, ,,Player_750,Bangladesh,12-01-1995,4555,363,10.14,101.16,33,47,723,3.33,35.65,1155,153,11.44,100.28,26,11,683,5.33,45.87,2912,198,52.68,126.17,11,18,125,5.16,27.34,8622,1531,87,18,"ODI,Test",2017
Michael John Clarke,,,Right hand Bat,Slow Left arm Orthodox,35153, ,,Player_751,India,25-10-2015,12215,260,52.95,50.53,44,93,100,7.7,44.92,10082,149,26.91,55.19,21,77,758,8.66,18.13,4840,346,39.44,60.66,9,66,205,6.12,33.67,27137,1063,333,40,"Test,ODI,T20I",2024
Harry Cherrington Brook,,,Right hand Bat,Right arm Medium,8372, ,,Player_752,England,17-04-1991,12588,2,19.3,143.84,47,44,556,3.41,49.9,4477,374,15.39,144.22,38,55,4,4.48,18.67,10732,336,53.69,61.69,1,35,139,8.62,21.53,27797,699,260,33,"ODI,T20I,Test",2013
Sourav Chandidas Ganguly,,,Left hand Bat,Right arm Medium,11919, ,,Player_753,Pakistan,01-11-2002,7062,387,37.6,91.48,46,12,81,3.88,31.77,2185,57,23.12,102.72,26,17,230,9.54,32.91,12606,145,49.47,110.56,17,3,61,2.61,33.09,21853,372,178,21,"T20I,Test,ODI",2015
Kedar Mahadav Jadhav,,,Right hand Bat,Right arm Offbreak,4, ,,Player_754,India,17-07-1990,3374,103,30.79,90.23,24,68,528,5.95,28.25,7086,62,51.94,82.51,48,26,200,3.44,25.64,1242,60,43.69,148.35,12,74,282,4.79,25.8,11702,1010,68,26,ODI,2022
Kieron Adrian Pollard,,,Right hand Bat,Right arm Medium,29, ,,Player_755,India,29-10-1994,6430,223,45.98,89.06,9,24,72,9.32,47.01,13130,155,11.62,65.81,3,27,401,7.3,40.07,8964,119,40.47,74.25,28,32,53,8.58,29.17,28524,526,366,5,T20I,2022
Pramod Bhanuka Bandara Rajapaksa,,,Left hand Bat,Right arm Medium,6713, ,,Player_756,West Indies,24-01-2008,3466,319,28.56,56.93,13,19,13,3.69,24.12,2317,355,36.01,83.85,23,81,148,7.38,36.1,10108,60,12.42,114.58,23,27,345,7.19,23.2,15891,506,415,9,"Test,T20I,ODI",2019
Shane Edward Bond,,,Right hand Bat,Right arm Fast,14622, ,,Player_757,Australia,09-01-2001,3081,361,53.49,113.83,41,81,432,3.15,37.69,3621,321,38.36,52.05,22,79,583,4.02,20.48,8098,308,53.61,80.37,37,95,523,4.32,25.36,14800,1538,492,44,"ODI,Test",2013
Javon Philip Ramon Scantlebury-Searles,,,Right hand Bat,Right arm Fast medium,2329, ,,Player_758,Zimbabwe,02-09-1998,11970,353,46.52,123.3,45,81,156,8.07,30.98,4491,167,38.06,86.36,47,51,491,4.6,23.2,3412,25,30.89,139.87,11,79,135,8.76,20.45,19873,782,432,30,ODI,2004
Pawan Negi,,,Left hand Bat,Slow Left arm Orthodox,172, ,,Player_759,West Indies,16-07-2005,629,9,42.39,117.61,29,65,734,6,19.31,2511,165,33.76,103.15,18,15,225,8.68,30.42,2499,114,37.99,109.35,28,8,329,5.95,47.44,5639,1288,480,24,"T20I,Test",2021
Denagamage Proboth Mahela de Silva Jayawardene,,,Right hand Bat,Right arm Medium,12032, ,,Player_760,Sri Lanka,09-12-2002,269,383,49.81,63.84,40,73,131,9.29,29.11,7842,84,49.53,137.19,41,76,585,8.09,23.94,11632,39,11.1,70.75,21,74,143,5.99,34.97,19743,859,59,1,T20I,2010
Mitchell Guy Johnson,,,Left hand Bat,Left arm Fast,604, ,,Player_761,Afghanistan,30-03-2010,10831,301,47.7,107.88,24,44,337,3.17,26.49,8641,136,16.68,118.74,2,57,168,4.63,43.35,13231,343,56.8,76.21,35,5,435,9.81,30.7,32703,940,301,9,T20I,2011
Ramesh Rajaram Powar,,,Right hand Bat,Right arm Offbreak,12738, ,,Player_762,Afghanistan,07-11-2005,10185,230,11.8,106.95,13,46,403,7.17,39.95,9546,188,25.53,61.16,26,92,760,6.27,31.31,7160,115,55.14,93.25,0,48,281,9.58,35.12,26891,1444,451,9,"T20I,ODI",2017
Faiz Yakub Fazal,,,Left hand Bat,Right arm Medium,14726, ,,Player_763,Australia,26-08-1983,5724,218,29.74,136.84,34,62,375,3.86,48.36,7848,399,40.79,64.77,2,8,791,2.49,20.99,6110,135,37.16,62.2,42,90,135,4.87,38.11,19682,1301,248,25,"ODI,Test",2003
Muthiah Muralidaran,,,Right hand Bat,Right arm Offbreak,11951, ,,Player_764,New Zealand,28-11-2013,5897,65,56.54,87.91,47,75,558,3.25,26.58,14274,378,44.55,92.81,27,25,151,3.67,33.5,3545,276,38.87,57.87,39,75,488,3.12,47.5,23716,1197,477,4,"Test,ODI",2012
Jitesh Mohan Sharma,,,Right hand Bat, ,6880,Wicketkeeper,,Player_765,New Zealand,13-05-1991,11083,111,16.29,87.15,33,76,106,7.47,43.97,5404,1,30.21,69.57,16,27,223,5.89,20.91,1213,298,45.25,118.01,33,21,732,4.61,23.72,17700,1061,168,21,ODI,2019
